yacht_id,length_meters,beam_meters,draft_meters,year_built,engine_hours,fuel_capacity_l,water_capacity_l,num_cabins,num_berths,num_heads,engine_power_hp,cruise_speed_knots,max_speed_knots,range_nm,age_years,location,brand,condition,sale_price,asking_price_eur,length_to_beam_ratio,engine_hours_per_year,price_per_meter,age_to_length_ratio,fuel_per_meter,power_to_weight_ratio,size_category,age_category,speed_category,broker,listing_date,days_on_market,last_seen_date,listing_number,asking_price_usd,asking_price_gbp,sale_price_usd,sale_price_gbp,sale_to_ask_ratio
18,32.51397866076219,5.274171248918518,1.0,2005,655.4679141625398,1806.1163433955528,801.3740418036452,2,7,4,752.0474233455874,17.48554924960503,23.036666179629425,2344.047771806782,19,Croatia,Fairline,Excellent,2545015.248183936,2645071.278033393,6.164755963779005,34.49831127171262,78274.49463314237,0.5843640422551291,55.548918274193575,23.12997222493588,Large,Mature,Moderate,Med Yacht Brokers,2023-05-20,361,2024-05-15,YACHT-0017,2856676.9802760645,2274761.299108718,2748616.468038651,2188713.113438185,0.9621726527067926
19,22.735807395830314,5.519479037708519,3.0083344241673813,1997,3051.1141845421207,832.4739522865519,1109.0897640855585,4,13,3,542.4139609802701,22.453661037801822,27.00461438634543,1531.2433843907563,27,Greek Islands,Sunseeker,Very Good,1510060.8875444722,1922648.4034285115,4.119194445798524,113.00422905711558,66417.73750341557,1.1875540432732434,36.61510399842785,23.85725527740648,Medium,Classic,Fast,Mediterranean Marine,2023-01-09,129,2023-05-18,YACHT-0018,2076460.2757027925,1653477.6269485198,1630865.7585480302,1298652.363288246,0.7854066738628324
20,18.701570389317666,6.636248919602875,1.508593284117222,2006,4351.9494069412,954.9160753955165,1004.1233191812448,3,8,1,869.2446754495191,27.513653487698544,20.67888951874503,1490.5261139698557,18,Italian Coast,Sunseeker,Excellent,1504948.3432853597,1912491.2799466632,2.818093566996098,241.7749670522889,80471.7631704868,0.9624860172320928,51.0607427887962,46.479769204089486,Small,Mature,Moderate,Mediterranean Marine,2023-08-22,45,2023-10-06,YACHT-0019,2065490.5823423965,1644742.5007541303,1625344.2107481887,1294255.5752254094,0.7869046824241367
21,41.72519015137243,6.784253232053249,2.5479461042130627,2006,1017.1313394840502,1823.6628057311123,682.256888714775,5,5,4,918.1227665428676,16.920596760385095,23.960822670117583,1926.596533088435,18,Sardinia,Viking,Excellent,3409894.3935079374,4080932.941692598,6.150299631245388,56.507296638002785,81722.68073883849,0.431394079564379,43.706518750787,22.00404032221453,Superyacht,Mature,Moderate,Med Yacht Brokers,2023-04-02,183,2023-10-02,YACHT-0020,4407407.577028006,3509602.3298556344,3682685.9449885725,2932509.1784168263,0.8355673671260223
22,28.193789596107713,5.139449994092131,2.721901550366553,2015,3974.416085630556,2022.2806378926853,895.3843271970144,4,15,5,926.1423985205548,18.759318356062064,14.800088187764564,1762.417779738329,9,Sardinia,Princess,Very Good,2353444.564899506,2383376.8416447765,5.485760077151614,441.60178729228403,83473.86423088048,0.31921923689330833,71.72787577913509,32.84916330114108,Medium,Modern,Slow,Riviera Yacht Sales,2023-03-18,186,2023-09-20,YACHT-0021,2574046.988976359,2049704.0838145078,2541720.1300914665,2023962.3258135752,0.98744123202749
23,30.54022563750339,5.963468111608526,3.5885268766709206,2002,621.4238234797257,1305.141554903298,1176.9707305180946,5,4,3,458.1917121179897,20.133252176088373,18.722763417542154,925.8446062422781,22,Spanish Coast,Sunseeker,Good,2117140.4874306885,2379226.5022342014,5.121218905833267,28.246537430896623,69323.013934476,0.7203614099361468,42.73516412074521,15.002892171016915,Large,Classic,Slow,Med Yacht Brokers,2023-12-06,122,2024-04-06,YACHT-0022,2569564.6224129377,2046134.7919214133,2286511.726425144,1820740.819190392,0.889844025124383
24,18.602014510292346,9.213405537917795,1.4529436807047102,2006,1529.977882886388,575.6821541847397,740.003454973232,2,12,3,832.010632050966,23.42448154970857,17.876378646029984,1272.3829126261944,18,Greek Islands,Bertram,Very Good,1468337.4538553874,1794850.6088147874,2.019016142699429,84.998771271466,78934.32472289322,0.9676371336040376,30.947301641239953,44.726910173660016,Small,Mature,Slow,Riviera Yacht Sales,2023-09-01,291,2024-06-18,YACHT-0023,1938438.6575199706,1543571.5235807172,1585804.4501638184,1262770.210315633,0.8180833806692079
25,25.64493820379854,8.591314755151068,1.0,2006,3914.6096628835726,1416.2213302993873,707.3405118694078,7,5,5,1272.970928396567,21.72728991444081,30.236739035692928,2446.977161759264,18,Monaco,Hatteras,Very Good,2291304.333547751,2785708.4597542156,2.984984130446703,217.47831460464292,89347.23551832783,0.7018928981990619,55.22420522306488,49.63829190307871,Medium,Mature,High-Performance,Riviera Yacht Sales,2023-11-29,66,2024-02-03,YACHT-0024,3008565.136534553,2395709.2753886255,2474608.680231571,1970521.7268510659,0.8225212245469197
26,30.88738071767893,6.654485504511048,2.647079635802956,2003,788.6982680665238,1594.7029503897809,233.0886071741262,2,9,3,1024.5466215453985,24.565315782166998,20.03641457634872,1662.7225941382335,21,Monaco,Princess,Very Good,2497738.7736554136,2697800.3714443096,4.641588098244485,37.557060384120184,80865.99496686326,0.6798893111703799,51.62959478389907,33.17039508497337,Large,Classic,Moderate,Med Yacht Brokers,2023-06-04,190,2023-12-11,YACHT-0025,2913624.4011598546,2320108.3194421064,2697557.875547847,2148055.345343656,0.925842697663434
27,20.79205138062158,6.057005217252301,3.940408945208683,1995,6160.066221798782,1549.4090194644123,716.278299397157,7,4,5,827.9993708273267,29.869547378205727,33.26758045584828,996.7833464141147,29,Sardinia,Fairline,Excellent,1425590.3647187415,1560680.6337777998,3.4327279959078,212.4160766137511,68564.19978104746,1.3947637714587566,74.51929543173785,39.82288018002068,Medium,Classic,High-Performance,Med Yacht Brokers,2023-08-06,203,2024-02-25,YACHT-0026,1685535.084480024,1342185.3450489077,1539637.593896241,1226007.7136581177,0.9134414395006252
28,33.00558414676537,6.1800469900773916,3.49115708235155,2003,259.942906113899,1218.3051675194974,278.11188839464353,6,4,3,220.7076974386879,16.80549345006902,20.095336712205768,1404.0771080939726,21,Sardinia,Hatteras,Very Good,2579626.641240075,2779595.180797474,5.340668800699855,12.378233624471383,78157.2787734734,0.6362559713113894,36.91209227208585,6.686980495702506,Large,Classic,Moderate,Med Yacht Brokers,2023-10-12,346,2024-09-22,YACHT-0027,3001962.795261272,2390451.8554858277,2785996.7725392813,2218478.911466465,0.9280583946400327
29,25.194890480649562,6.9202769590956255,2.6677275322197005,1997,36.88824320204433,1423.5579403695308,765.6995962900379,7,12,2,725.1930565670616,23.048644890726948,37.57562840538276,608.7063667235052,27,Greek Islands,Viking,Excellent,1969148.3827777442,2208815.7138452167,3.640734414181907,1.3662312297053456,78156.65578265203,1.0716458569540843,56.50185070115174,28.783338317109646,Medium,Classic,High-Performance,Riviera Yacht Sales,2023-05-30,47,2023-07-16,YACHT-0028,2385520.970952834,1899581.5139068863,2126680.253399964,1693467.60918886,0.8914950986788085
30,27.666450001653786,4.4658111522023916,2.106691051494362,2004,4689.6360101600485,1125.111577857947,1096.440542972824,6,7,5,1293.909674194283,21.60319889093585,13.306994400467081,571.2389827553772,20,French Riviera,Bertram,Very Good,2146005.2361108055,2363462.2545542545,6.195167923303161,234.48180050800244,77567.06176551478,0.7228972274651964,40.66700201112511,46.76818580327214,Medium,Mature,Slow,Luxury Yacht Group,2023-11-25,45,2024-01-09,YACHT-0029,2552539.234918595,2032577.5389166588,2317685.65499967,1845564.5030552926,0.907992176297962
31,25.186347102164824,5.613935193864982,3.145698077309848,2016,142.2374006670175,944.08088813157,164.1081574859553,4,12,4,1195.5820508039296,20.09520108713975,27.545810799713127,1991.135617685808,8,Greek Islands,Hatteras,Very Good,2126021.4527724152,2302708.6712322496,4.4863979067106,17.77967508337719,84411.66335667942,0.31763240487193883,37.4838353613583,47.46945025232208,Medium,Modern,Fast,Luxury Yacht Group,2023-03-29,299,2024-01-22,YACHT-0030,2486925.3649308295,1980329.4572597346,2296103.168994209,1828378.449384277,0.9232698340579559
32,44.818225476071504,3.497123889183616,1.721163040236425,2002,9629.116544853228,1877.8342603234025,1170.262647386237,6,14,2,938.4254974359386,23.030426118383915,25.231588192943768,1497.764165285297,22,Croatia,Azimut,Very Good,3435424.8000076176,3903461.001050211,12.815738560104048,437.68711567514674,76652.40565675218,0.49087173278972906,41.89889805713035,20.938479546383757,Superyacht,Classic,Fast,Med Yacht Brokers,2023-04-16,97,2023-07-22,YACHT-0031,4215737.881134228,3356976.460903181,3710258.7840082273,2954465.328006551,0.8800971238301932
33,29.892022202096527,6.598834683907919,2.8810862154849755,2020,6048.134363657968,1548.8991567013554,700.9330620031404,5,8,4,584.2008763715635,18.665984898007938,17.731350915737064,1759.438441931928,4,Spanish Coast,Azimut,Excellent,2537558.0752941095,2928339.878734547,4.529894084934716,1512.033590914492,84890.81327914087,0.13381496818637628,51.81647284447423,19.543705421528475,Medium,New,Slow,Med Yacht Brokers,2023-10-21,59,2023-12-19,YACHT-0032,3162607.069033311,2518372.2957117106,2740562.7213176386,2182299.9447529344,0.8665517598287429
34,21.538312568352797,6.970793909554112,2.9043761273333013,1995,294.7296353330946,1424.6582206888352,791.8505398620182,6,10,3,815.6836947336352,21.615228658234937,21.694410586810005,2078.942455792087,29,Italian Coast,Fairline,Good,1248781.5283924474,1571847.9061488844,3.089793335997578,10.163090873554987,57979.543403383315,1.346437884024907,66.145303452516,37.87129061968186,Medium,Classic,Moderate,Mediterranean Marine,2023-04-05,345,2024-03-15,YACHT-0033,1697595.7386407952,1351789.1992880406,1348684.0506638433,1073952.1144175048,0.7944671513747359
35,36.58035929682551,5.275220306550939,3.3481679259991037,1994,1542.5834264838809,1246.4261286139194,649.2740659584375,5,4,4,1032.0442500156578,13.473537851430255,23.432310892681794,1669.7369288759855,30,Monaco,Fairline,Excellent,2909445.3612593766,2909445.3612593766,6.934375660367936,51.419447549462696,79535.7240111051,0.8201122289852258,34.07364368676624,28.21307034305756,Large,Classic,Moderate,Mediterranean Marine,2023-09-10,338,2024-08-13,YACHT-0034,3142200.990160127,2502123.010683064,3142200.990160127,2502123.010683064,1.0
36,20.233250800231822,8.360980144935048,4.7077280311288625,2011,408.9387520080105,1409.91322173246,286.0289352354022,7,9,2,1082.1617580887792,17.305923609470888,26.49883756018822,1866.551030888717,13,Greek Islands,Hatteras,Excellent,1776233.4899632533,2259238.146442071,2.419961589370453,31.45682707753927,87787.84524051381,0.642506739443523,69.68298053797197,53.48432482616092,Medium,Mature,Fast,Mediterranean Marine,2023-02-08,254,2023-10-20,YACHT-0035,2439977.198157437,1942944.805940181,1918332.1691603137,1527560.801368398,0.7862090558096008
37,31.670908760038042,4.161351505496488,2.8139327737430135,2012,1117.7752118540316,1580.1582143934982,565.1032477111279,7,11,5,893.7860916937489,25.237604070548816,19.38149980681614,1628.654552068366,12,Croatia,Viking,Very Good,2569851.9457358597,2763280.658276073,7.610726639700053,93.1479343211693,81142.34944146809,0.37889661111150214,49.89304937114157,28.22104343344631,Large,Mature,Slow,Med Yacht Brokers,2023-09-12,193,2024-03-23,YACHT-0036,2984343.1109381593,2376421.366117423,2775440.1013947288,2210072.6733328393,0.9300003378372402
38,14.322639008961795,3.8034376796852696,2.092829099434001,2014,126.7852982204841,2364.3407879071533,1429.2230205348455,7,4,1,1056.5119048152949,25.045414913022103,27.551922331332893,2143.199042915232,10,Sardinia,Bertram,Very Good,1329831.6278314474,1776722.4407207048,3.765708870546547,12.678529822048409,92848.22629400634,0.6981953530870195,165.07717512308767,73.76517024231543,Small,Modern,Fast,Luxury Yacht Group,2023-02-23,349,2024-02-07,YACHT-0037,1918860.2359783615,1527981.299019806,1436218.1580579632,1143655.1999350449,0.7484746054606133
39,19.374511608812554,6.336677727839958,2.4795405502464045,2023,507.0111656923122,1827.268424913572,471.1863511239645,6,12,4,782.3922261011481,21.297166483590928,25.718343099983084,2386.7236697009344,1,Monaco,Viking,Excellent,2105749.620499189,2563370.503520374,3.0575188515097365,507.0111656923122,108686.59107470779,0.05161420427987186,94.31300575764881,40.382552184968354,Small,New,Fast,Luxury Yacht Group,2023-08-31,43,2023-10-13,YACHT-0038,2768440.1438020044,2204498.633027522,2274209.590139124,1810944.6736293025,0.8214768866253563
40,31.574889886952988,7.570647453918232,1.0847392760887054,2015,902.8279338791523,1166.845439025457,323.4372914823349,7,6,1,769.1280010728004,17.73475122805127,29.675108563848482,1599.7853447590448,9,Monaco,Bertram,Very Good,2724654.2832504674,3282483.1520982464,4.1706987518763965,100.31421487546136,86291.80633742503,0.28503662347588665,36.95485378422831,24.35884982739435,Large,Modern,Fast,Med Yacht Brokers,2023-04-20,308,2024-02-22,YACHT-0039,3545081.8042661063,2822935.510804492,2942626.625910505,2343202.6835954017,0.830058878294257
41,35.907732639963285,8.525891537186803,1.9442294951287535,1994,1154.8124579522232,1172.1181286471547,842.3873082221309,6,4,4,662.3254934683994,24.126329148424716,19.825827854741227,1578.8179826364928,30,Italian Coast,Ferretti,Good,2457905.5756952767,2801025.5915935035,4.211610302963269,38.49374859840744,68450.59253225492,0.8354746399835808,32.642499051657,18.44520510691528,Large,Classic,Slow,Med Yacht Brokers,2023-09-11,185,2024-03-14,YACHT-0040,3025107.6389209838,2408882.0087704128,2654538.021750899,2113798.795097938,0.8775020060766293
42,31.370946249519765,5.31167360569659,2.172574049509517,2015,7588.147363542818,1094.1594498377021,774.2670454483051,6,4,4,927.3610497104994,26.182436907483186,22.544001998183465,1660.0800058649902,9,Monaco,Sunseeker,Excellent,2898535.6113119344,3931290.832256413,5.906038017071586,843.1274848380909,92395.5429414663,0.28688965670386096,34.87811432702486,29.56114368799748,Large,Modern,Moderate,Riviera Yacht Sales,2023-04-22,151,2023-09-20,YACHT-0041,4245794.098836927,3380910.1157405153,3130418.460216889,2492740.6257282635,0.7372986978041215
43,29.074813740894076,7.618021250146944,2.080729281652326,2009,3299.1207792221458,1399.7397343735129,703.0010627613057,3,14,5,1100.1020816701466,17.93816565054494,33.652710258780886,1447.2373359673354,15,Croatia,Sunseeker,Very Good,2186125.6700730915,2507353.862420429,3.8165834389518474,219.94138528147639,75189.67067356581,0.5159104417202962,48.14268964360594,37.83694339279084,Medium,Mature,High-Performance,Riviera Yacht Sales,2023-06-23,292,2024-04-10,YACHT-0042,2707942.1714140633,2156324.321681569,2361015.723678939,1880068.0762628587,0.8718855773962253
44,27.59117043528569,5.9422372957489396,2.6218838976269776,1995,2674.322372994893,1093.7742748795577,804.3343830056768,3,9,3,1012.5331612206458,12.724901566740922,19.56376904616491,1299.8597604951553,29,Monaco,Bertram,Excellent,2295069.0289163273,2986274.376392787,4.643229319540022,92.21801286189287,83181.28563263913,1.0510608844238296,39.64218471430831,36.69772413589752,Medium,Classic,Slow,Luxury Yacht Group,2023-07-08,199,2024-01-23,YACHT-0043,3225176.32650421,2568195.9636977967,2478674.551229634,1973759.3648680414,0.7685392364008468
45,18.17182407706058,5.74105905008877,1.8420640540942395,1995,1540.2349231628511,1737.4118724948128,993.260783208847,6,14,2,434.5890555943671,22.2456746272701,16.64513968100841,2024.1680471403693,29,Monaco,Sunseeker,Very Good,1298505.9551108768,1418678.4108143498,3.165239012265446,53.11154907458108,71457.10577013902,1.5958772150236968,95.61020760090096,23.915543852473004,Small,Classic,Slow,Mediterranean Marine,2023-08-09,39,2023-09-17,YACHT-0044,1532172.6836794978,1220063.4333003408,1402386.431519747,1116715.1213953542,0.9152926732461576
46,24.24124633284233,7.3254899062300085,3.396824533859577,2007,3665.134935246805,200.0,623.8509200644057,5,9,2,450.65770544813705,24.568841387037217,21.214269021523016,1300.5351525001618,17,Greek Islands,Princess,Excellent,1834259.898816365,2240840.783632676,3.3091638433937653,215.59617266157676,75666.89738766805,0.7012840745307801,8.250400876832707,18.59053364090363,Medium,Mature,Moderate,Luxury Yacht Group,2023-09-06,201,2024-03-25,YACHT-0045,2420108.0463232906,1927123.0739241014,1981000.6907216744,1577463.512982074,0.8185587803533306
47,26.3148898323217,6.978484317620129,2.500165651934558,1993,828.9799267288361,1767.5841546373722,858.323062484785,4,4,2,1131.0919650537394,22.937417631690384,14.344301807199683,1271.6976112196157,31,Greek Islands,Ferretti,Fair,1680699.728481041,2251831.879107285,3.7708603522800295,26.74128795899471,63868.773123902414,1.1780402729227366,67.17049419170692,42.98296410363295,Medium,Classic,Slow,Riviera Yacht Sales,2023-02-21,42,2023-04-04,YACHT-0046,2431978.429435868,1936575.416032265,1815155.7067595245,1445401.7664936953,0.7463699861764711
48,38.45697780975132,3.635411764523626,2.4925597430891084,2006,2468.1707607872486,1637.6887439027153,1107.1623986390011,2,6,3,852.9718441353327,27.8253959861497,35.03736086499016,1949.1851270953105,18,Sardinia,Hatteras,Very Good,3023578.3164201,3220723.6308985665,10.578437959913082,137.1205978215138,78622.35902617985,0.46805550059203666,42.58495693562939,22.1798979720931,Large,Mature,High-Performance,Luxury Yacht Group,2023-06-11,242,2024-02-08,YACHT-0047,3478381.521370452,2769822.3225727673,3265464.5817337083,2600277.352121286,0.9387885031217461
49,32.74894631654769,8.214810524588843,2.237684226789666,2003,10161.24940976822,2131.3712415738196,501.4133999735615,3,10,1,864.6944454429978,27.84650332764072,23.303419989017662,1987.5547952586871,21,Spanish Coast,Sunseeker,Good,2328600.069419426,2792284.926089134,3.98657354524763,483.86901951277235,71104.57988209561,0.6412420050714404,65.08213183325721,26.403733331905006,Large,Classic,Moderate,Riviera Yacht Sales,2023-02-04,190,2023-08-13,YACHT-0048,3015667.720176265,2401365.036436655,2514888.07497298,2002596.0597007063,0.8339407084365335
50,15.895678757098128,8.070137031221178,2.624152547087183,2003,755.5896972533163,1938.3947772769766,103.3455968184112,6,13,2,857.9343901070074,18.473013516765832,23.361367687206563,2666.735767948462,21,French Riviera,Princess,Excellent,1208768.2252065884,1304699.1026912623,1.9696913070499356,35.98046177396744,76043.82572633581,1.321113764369613,121.94476290679924,53.97280627125794,Small,Classic,Moderate,Riviera Yacht Sales,2023-02-06,261,2023-10-25,YACHT-0049,1409075.0309065634,1122041.2283144856,1305469.6832231155,1039540.673677666,0.9264727956915177
